1.059999999999999970e-01,2.039999999999999869e-01,3.750000000000000000e-01,6.530000000000000249e-01
1.059999999999999970e-01,2.049999999999999878e-01,3.780000000000000027e-01,6.620000000000000329e-01
1.059999999999999970e-01,2.039999999999999869e-01,3.760000000000000009e-01,6.640000000000000346e-01
1.089999999999999997e-01,2.109999999999999931e-01,3.890000000000000124e-01,6.840000000000000524e-01
1.069999999999999979e-01,2.079999999999999905e-01,3.870000000000000107e-01,6.889999999999999458e-01
1.100000000000000006e-01,2.149999999999999967e-01,3.970000000000000195e-01,7.049999999999999600e-01
1.179999999999999938e-01,2.290000000000000091e-01,4.169999999999999818e-01,6.550000000000000266e-01
1.250000000000000000e-01,2.359999999999999876e-01,4.239999999999999880e-01,6.730000000000000426e-01

5.999999999999999778e-02,1.000000000000000056e-01,2.000000000000000111e-01,3.800000000000000044e-01
5.000000000000000278e-02,1.000000000000000056e-01,2.000000000000000111e-01,3.699999999999999956e-01
5.000000000000000278e-02,8.999999999999999667e-02,1.900000000000000022e-01,3.699999999999999956e-01
5.000000000000000278e-02,1.000000000000000056e-01,2.000000000000000111e-01,3.800000000000000044e-01
5.000000000000000278e-02,1.000000000000000056e-01,2.000000000000000111e-01,3.900000000000000133e-01
5.000000000000000278e-02,1.000000000000000056e-01,2.000000000000000111e-01,3.900000000000000133e-01
5.000000000000000278e-02,1.000000000000000056e-01,2.099999999999999922e-01,4.099999999999999756e-01
5.999999999999999778e-02,1.100000000000000006e-01,2.200000000000000011e-01,4.500000000000000111e-01

3.899999999999999994e-02,7.699999999999999900e-02,1.519999999999999962e-01,2.979999999999999871e-01
3.899999999999999994e-02,7.599999999999999811e-02,1.499999999999999944e-01,2.969999999999999862e-01
3.799999999999999906e-02,7.599999999999999811e-02,1.499999999999999944e-01,2.969999999999999862e-01
3.799999999999999906e-02,7.599999999999999811e-02,1.499999999999999944e-01,2.959999999999999853e-01
3.699999999999999817e-02,7.499999999999999722e-02,1.499999999999999944e-01,2.979999999999999871e-01
3.799999999999999906e-02,7.499999999999999722e-02,1.509999999999999953e-01,3.019999999999999907e-01
3.799999999999999906e-02,7.599999999999999811e-02,1.539999999999999980e-01,3.079999999999999960e-01
4.000000000000000083e-02,7.900000000000000078e-02,1.590000000000000024e-01,3.230000000000000093e-01

