1.509999999999999953e-01,2.869999999999999774e-01,5.180000000000000160e-01,8.980000000000000204e-01
1.529999999999999971e-01,2.879999999999999782e-01,5.180000000000000160e-01,8.970000000000000195e-01
1.529999999999999971e-01,2.869999999999999774e-01,5.120000000000000107e-01,8.900000000000000133e-01
1.469999999999999918e-01,2.770000000000000240e-01,5.050000000000000044e-01,8.990000000000000213e-01
1.409999999999999865e-01,2.730000000000000204e-01,5.090000000000000080e-01,9.230000000000000426e-01
1.449999999999999900e-01,2.839999999999999747e-01,5.320000000000000284e-01,9.749999999999999778e-01
1.650000000000000078e-01,3.240000000000000102e-01,6.029999999999999805e-01,1.102999999999999980e+00
2.039999999999999869e-01,3.860000000000000098e-01,7.119999999999999662e-01,9.409999999999999476e-01

8.000000000000000167e-02,1.499999999999999944e-01,2.899999999999999800e-01,5.400000000000000355e-01
8.000000000000000167e-02,1.499999999999999944e-01,2.899999999999999800e-01,5.200000000000000178e-01
8.000000000000000167e-02,1.499999999999999944e-01,2.800000000000000266e-01,5.200000000000000178e-01
8.000000000000000167e-02,1.400000000000000133e-01,2.700000000000000178e-01,5.000000000000000000e-01
7.000000000000000666e-02,1.400000000000000133e-01,2.600000000000000089e-01,5.100000000000000089e-01
7.000000000000000666e-02,1.400000000000000133e-01,2.700000000000000178e-01,5.200000000000000178e-01
7.000000000000000666e-02,1.400000000000000133e-01,2.700000000000000178e-01,5.400000000000000355e-01
8.000000000000000167e-02,1.499999999999999944e-01,2.899999999999999800e-01,6.099999999999999867e-01

5.600000000000000117e-02,1.120000000000000023e-01,2.200000000000000011e-01,4.269999999999999907e-01
5.899999999999999689e-02,1.150000000000000050e-01,2.210000000000000020e-01,4.179999999999999827e-01
5.899999999999999689e-02,1.160000000000000059e-01,2.210000000000000020e-01,4.169999999999999818e-01
5.800000000000000294e-02,1.120000000000000023e-01,2.099999999999999922e-01,3.980000000000000204e-01
5.199999999999999761e-02,1.029999999999999943e-01,2.030000000000000138e-01,3.980000000000000204e-01
5.199999999999999761e-02,1.029999999999999943e-01,2.059999999999999887e-01,4.040000000000000258e-01
5.199999999999999761e-02,1.029999999999999943e-01,2.049999999999999878e-01,4.089999999999999747e-01
5.399999999999999939e-02,1.069999999999999979e-01,2.099999999999999922e-01,4.229999999999999871e-01

